(A) Last 3-Day Direction,(P) Triple Crossover,(P) Short Crossover,(P) Trend Longer Than 1 Day,(P) Down-Up Reversal Status,(P) Up-Down Reversal Status,"(P) Reversal Lasted Only 
1-Day","(A) Close From 
Open",(A) Open to Closed Switch,(P) Low < Long Predict,(P) Low < T.Cross Short,(P) Low < T.Cross Long,(P) Medium Crossover,(P) Long Crossover,(P) Short Diff. Direction,(P) Med Diff. Direction,(P) Long Diff. Direction,(P) Med to Short Diff Switch,"(P) Long Diff. Minus 
Med Diff.",(A) High > Short Actual,(P) Neural Index,(A) 2 Day Swing,"(A) 2 Day
Travel",(A) Most Recent Extreme,VIX Factor,"FFT 
Outcome","Akkio
Outcome","Probability 
Outcome is 
No Trade","Probability 
Outcome is 
Won","(P) Long Diff. Minus 
Med Diff. contains outlier",(A) 2 Day Swing contains outlier,"(A) 2 Day
Travel contains outlier",(A) Most Recent Extreme contains outlier,VIX Factor contains outlier,Akkio__Outcome,Probability Outcome is No Trade,Probability Outcome is Won,Probability Outcome is Lost,Probability Outcome is Folded
Flat,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,FALSE,Down,Up,Down,Down,Down,Stable,33.191895,FALSE,down,0.023947939,0.005639723,0.055060556,0.859090909,Lost,No Trade,0.4189164340496063,0.3071739375591278,,,,,,No Trade,0.4189164340496063,0.3071739375591278,0.2361205816268921,0.037789080291986465
Flat,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Lower,Down,TRUE,TRUE,TRUE,Down,Down,Down,Down,Down,Stable,-4.291016,TRUE,down,0.018331272,0.000474464,0.055060556,0.817727273,No Trade,No Trade,0.4185662567615509,0.3846155107021332,,,,,,No Trade,0.4185662567615509,0.3846155107021332,0.18575727939605713,0.011060992255806923
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,TRUE,TRUE,FALSE,Up,Up,Down,Down,Up,Stable,-6.647949,TRUE,up,0.009883543,0.000664979,-0.035095998,0.999545455,Won,No Trade,0.41762658953666687,0.41077661514282227,,,,,,No Trade,0.41762658953666687,0.41077661514282227,0.11041778326034546,0.061178926
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,FALSE,FALSE,Up,Up,Down,Down,Up,Stable,-13.2085,TRUE,up,0.039994367,0.001777367,-0.035095998,1.116666667,No Trade,No Trade,0.4146682620048523,0.3009980022907257,,,,,,No Trade,0.4146682620048523,0.3009980022907257,0.1268962174654007,0.1574375331401825
Down,Down,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,TRUE,Down,Down,Up,Down,Down,Stable,-13.915,FALSE,down,0.049813728,0.014330741,-0.035095998,1.423809524,No Trade,No Trade,0.4131591320037842,0.39062899351119995,,,,,,No Trade,0.4131591320037842,0.39062899351119995,0.1326145976781845,0.063597269
Flat,Down,Down,Yes,Down Trend Continues,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,TRUE,Down,Down,Up,Down,Up,Down,6.90161,FALSE,up,0.042188209,0.010677322,-0.058900975,1.513333333,Won,Won,0.4119513928890228,0.42710375785827637,,,,,,Won,0.4119513928890228,0.42710375785827637,0.060755401849746704,0.10018948465585709
Down,Ambig,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Lower,Stable,TRUE,TRUE,TRUE,Down,Down,Down,Down,Down,Stable,43.52198,FALSE,down,0.077277069,0.012485743,-0.034880474,1.498095238,Lost,No Trade,0.4106205105781555,0.29747670888900757,,1,,,,No Trade,0.4106205105781555,0.29747670888900757,0.16328361630439758,0.1286192089319229
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Down,Down,Down,Up,25.916504,TRUE,up,0.034620797,0.001694863,-0.058900975,1.333333333,No Trade,No Trade,0.4096115231513977,0.22973990440368652,,,,,,No Trade,0.4096115231513977,0.22973990440368652,0.210144043,0.1505044847726822
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Stable,FALSE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,13.696777,TRUE,down,0.006982734,0.002108007,0.055060556,0.488518519,No Trade,No Trade,0.40771427750587463,0.36004534363746643,,,,,,No Trade,0.40771427750587463,0.36004534363746643,0.18259039521217346,0.049649943
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,FALSE,FALSE,Up,Up,Up,Up,Up,Stable,6.903808,TRUE,up,0.021209396,0.00747361,0.055060556,0.488518519,Lost,No Trade,0.40754008293151855,0.39699357748031616,,,,,,No Trade,0.40754008293151855,0.39699357748031616,0.16052278876304626,0.034943458
Down,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Lower,Down,TRUE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,5.8657229,FALSE,up,0.028926511,0.001532286,-0.035095998,1.153809524,Won,No Trade,0.4074217677116394,0.3975486159324646,,,,,,No Trade,0.4074217677116394,0.3975486159324646,0.1306583434343338,0.06437131
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,FALSE,FALSE,Up,Up,Up,Up,Up,Stable,34.159181,TRUE,up,0.073964052,0.02107678,0.03384222,1.984285714,No Trade,No Trade,0.40360593795776367,0.34612154960632324,,,1,,,No Trade,0.40360593795776367,0.34612154960632324,0.18230561912059784,0.067966886
Flat,Up,Down,No,Just Entered Down Trend,Currently in Down Trend,FALSE,Lower,Down,TRUE,TRUE,FALSE,Up,Up,Down,Down,Down,Up,17.0004883,TRUE,down,0.02396068,0.001689837,-0.031311986,1.573333333,Won,No Trade,0.38912177085876465,0.37022465467453003,,,,,,No Trade,0.38912177085876465,0.37022465467453003,0.1718136966228485,0.068839863
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,FALSE,TRUE,Down,Down,Up,Up,Up,Stable,-11.010259,TRUE,up,0.030927123,0.004318378,-0.035095998,0.888181818,Lost,No Trade,0.3882846236228943,0.33742234110832214,,,,,,No Trade,0.3882846236228943,0.33742234110832214,0.15957151353359222,0.11472158879041672
Flat,Up,Down,No,Just Entered Down Trend,Currently in Down Trend,FALSE,Lower,Down,TRUE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,32.492676,TRUE,down,0.014703793,0.001887873,0.055060556,0.536296296,No Trade,Won,0.38737908005714417,0.4481745660305023,,,,,,Won,0.38737908005714417,0.4481745660305023,0.13313810527324677,0.031308342
Down,Ambig,Down,No,Just Entered Down Trend,Currently in Down Trend,FALSE,Lower,Stable,TRUE,TRUE,TRUE,Up,Down,Down,Down,Down,Stable,-27.8249496,TRUE,down,0.022226499,0.000573714,-0.058900975,1.611428571,No Trade,No Trade,0.3834018111228943,0.37707269191741943,,,,,,No Trade,0.3834018111228943,0.37707269191741943,0.040740907192230225,0.19878453016281128
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,11.490234,TRUE,up,0.024672321,0.001207842,-0.032506596,0.895,No Trade,No Trade,0.3815730810165405,0.31533199548721313,,,,,,No Trade,0.3815730810165405,0.31533199548721313,0.17247729003429413,0.1306176781654358
Down,Ambig,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Lower,Stable,TRUE,TRUE,TRUE,Down,Down,Up,Down,Down,Down,16.02393,TRUE,down,0.02238889,0.002069953,-0.035095998,0.880454545,Won,Won,0.37970808148384094,0.42816466093063354,,,,,,Won,0.37970808148384094,0.42816466093063354,0.08764489,0.10448237508535385
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Up,Up,Up,Stable,28.966797,TRUE,up,0.02663995,0.003327058,0.031043755,1.278095238,No Trade,No Trade,0.37967121601104736,0.36463120579719543,,,,,,No Trade,0.37967121601104736,0.36463120579719543,0.18225903809070587,0.07343848
Up,Up,Up,No,Currently in Up Trend,Just Entered Up Trend,TRUE,Higher,Up,TRUE,TRUE,TRUE,Down,Down,Up,Up,Up,Stable,8.24805,TRUE,up,0.088858007,0.004255146,-0.043134488,1.493809524,Won,No Trade,0.37620946764945984,0.3447975218296051,,1,,,,No Trade,0.37620946764945984,0.3447975218296051,0.2651746869087219,0.013818408362567425
Down,Down,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,TRUE,Up,Down,Down,Down,Down,Stable,-25.4895024,FALSE,down,0.036833398,0.021502788,-0.043134488,1.245714286,No Trade,Won,0.3742685914039612,0.43558499217033386,,,1,,,Won,0.3742685914039612,0.43558499217033386,0.10943607985973358,0.080710284
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,1.110352,TRUE,down,0.013500866,0.001370826,0.055060556,0.516296296,Won,Won,0.3699176013469696,0.4291149377822876,,,,,,Won,0.3699176013469696,0.4291149377822876,0.17103323340415955,0.029934195801615715
Flat,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,FALSE,Up,Up,Up,Down,Down,Stable,22.938477,FALSE,up,0.013443617,0.003799722,0.055060556,0.478148148,Won,Won,0.3588833510875702,0.4204283356666565,,,,,,Won,0.3588833510875702,0.4204283356666565,0.1753040999174118,0.045384198
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,FALSE,FALSE,Up,Down,Up,Up,Up,Stable,-35.9511725,TRUE,up,0.040763265,0.009985491,-0.035095998,0.995,Folded,Won,0.35333308577537537,0.36880603432655334,,,,,,Won,0.35333308577537537,0.36880603432655334,0.17728407680988312,0.10057684034109116
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,TRUE,FALSE,Up,Up,Down,Down,Up,Stable,4.020508,TRUE,up,0.012810265,0.003053516,0.040724869,0.458888889,No Trade,Won,0.34786346554756165,0.48387277126312256,,,,,,Won,0.34786346554756165,0.48387277126312256,0.13125012814998627,0.037013635
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,TRUE,FALSE,Up,Up,Up,Down,Down,Stable,24.400879,TRUE,up,0.024621907,0.005159019,0.055060556,0.506296296,Won,Won,0.34729671478271484,0.4122571647167206,,,,,,Won,0.34729671478271484,0.4122571647167206,0.20841334760189056,0.032032743096351624
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,TRUE,FALSE,Up,Up,Up,Down,Down,Down,25.457764,TRUE,up,0.024047508,0.005824633,0.055060556,0.775909091,Folded,Won,0.3456825017929077,0.5310468077659607,,,,,,Won,0.3456825017929077,0.5310468077659607,0.096050419,0.027220326
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Up,Down,Up,Stable,38.058106,TRUE,up,0.026268574,0.00672107,0.055060556,0.546666667,Won,Won,0.34318336844444275,0.43815910816192627,,,,,,Won,0.34318336844444275,0.43815910816192627,0.15433622896671295,0.064321227
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Up,Up,Up,Stable,-64.296387,TRUE,up,0.04457478,0.009361471,-0.035095998,1.222380952,No Trade,Won,0.3387604057788849,0.42800742387771606,,,,,,Won,0.3387604057788849,0.42800742387771606,0.15650200843811035,0.076730281
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,FALSE,FALSE,Up,Up,Up,Up,Up,Stable,-6.466797,TRUE,up,0.021976259,0.009381849,-0.035095998,0.708695652,No Trade,Won,0.33574748039245605,0.3458041846752167,,,,,,Won,0.33574748039245605,0.3458041846752167,0.16646751761436462,0.15198084712028503
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,FALSE,FALSE,Up,Up,Up,Up,Up,Stable,3.29053,TRUE,up,0.042117715,0.002687889,0.031177578,1.798095238,Won,Won,0.3337530791759491,0.4324095547199249,,,,,,Won,0.3337530791759491,0.4324095547199249,0.1470591276884079,0.086778261
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Down,Up,Up,Stable,9.522461,TRUE,up,0.00896097,0.001384676,-0.035095998,0.6004,No Trade,Won,0.3309321999549866,0.34876760840415955,,,,,,Won,0.3309321999549866,0.34876760840415955,0.18086422979831696,0.13943597674369812
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,FALSE,FALSE,Up,Up,Up,Up,Down,Stable,23.041748,TRUE,up,0.012064979,0.001108811,-0.058900975,0.970454545,Folded,Won,0.3273310661315918,0.33647823333740234,,,,,,Won,0.3273310661315918,0.33647823333740234,0.13727690279483795,0.19891390204429626
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,FALSE,FALSE,Up,Up,Up,Up,Up,Stable,22.040039,TRUE,up,0.017810142,0.005795059,-0.034880474,1.19047619,Won,No Trade,0.32100942730903625,0.31807073950767517,,,,,,No Trade,0.32100942730903625,0.31807073950767517,0.17056207358837128,0.19035780429840088
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Down,Down,Up,Stable,-10.495605,TRUE,up,0.015614494,0.000953806,0.055060556,0.452592593,Won,Won,0.31986546516418457,0.5185797214508057,,,,,,Won,0.31986546516418457,0.5185797214508057,0.10809698700904846,0.053457796573638916
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,TRUE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,19.334473,TRUE,down,0.009875813,0.001555602,-0.058900975,1.024545455,Folded,Won,0.31491196155548096,0.3842148780822754,,,,,,Won,0.31491196155548096,0.3842148780822754,0.2050061672925949,0.095866896
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,TRUE,FALSE,Up,Up,Down,Up,Down,Stable,14.496093,TRUE,up,0.014852958,0.001327474,-0.035095998,0.778181818,Won,Won,0.30494970083236694,0.3986949920654297,,,,,,Won,0.30494970083236694,0.3986949920654297,0.2240697294473648,0.0722856
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,TRUE,FALSE,Up,Up,Down,Up,Down,Stable,5.557129,TRUE,up,0.021345828,0.002792498,-0.035095998,1.096190476,Won,Won,0.30401426553726196,0.4691079556941986,,,,,,Won,0.30401426553726196,0.4691079556941986,0.16589267551898956,0.060985073
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,FALSE,FALSE,Up,Up,Up,Up,Up,Down,20.813477,TRUE,up,0.026916566,0.005970007,-0.035095998,0.801818182,Won,Won,0.30347856879234314,0.450378418,,,,,,Won,0.30347856879234314,0.450378418,0.092701875,0.15344111621379852
Flat,Up,Down,No,Just Entered Down Trend,Currently in Down Trend,FALSE,Lower,Stable,TRUE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,47.657715,FALSE,down,0.02458265,0.001467556,-0.032506596,0.989545455,No Trade,Won,0.3002290427684784,0.3202930688858032,,,,,,Won,0.3002290427684784,0.3202930688858032,0.1836589276790619,0.1958189606666565
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,TRUE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,-5.852783,TRUE,down,0.036309985,0.004184733,-0.032506596,1.112380952,Won,Won,0.29836341738700867,0.43348172307014465,,,,,,Won,0.29836341738700867,0.43348172307014465,0.17107480764389038,0.097080022
Down,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Lower,Down,TRUE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,28.410156,FALSE,down,0.01862424,0.000910488,-0.032506596,0.936363636,Folded,Won,0.2980019152164459,0.39299431443214417,,,,,,Won,0.2980019152164459,0.39299431443214417,0.2180415689945221,0.090962172
Flat,Up,Down,No,Just Entered Down Trend,Currently in Down Trend,FALSE,Higher,Stable,TRUE,TRUE,TRUE,Up,Up,Down,Down,Down,Stable,14.61377,TRUE,down,0.013231794,0.001264042,-0.035095998,0.82,Won,Won,0.2943604588508606,0.44147273898124695,,,,,,Won,0.2943604588508606,0.44147273898124695,0.10521888732910156,0.1589478999376297
Down,Ambig,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,TRUE,Down,Down,Up,Down,Down,Down,23.55762,FALSE,down,0.029435814,0.005610862,-0.035095998,0.979545455,No Trade,Won,0.2911407947540283,0.4391043782234192,,,,,,Won,0.2911407947540283,0.4391043782234192,0.082346633,0.1874081939458847
Flat,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,FALSE,Up,Up,Up,Down,Down,Stable,31.085937,TRUE,up,0.012699923,0.000356536,0.055060556,0.475555556,Won,Won,0.28602689504623413,0.4961732029914856,,,,,,Won,0.28602689504623413,0.4961732029914856,0.18440799415111542,0.033391964
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Up,Up,Up,Stable,3.050293,TRUE,up,0.006603384,0.001632972,0.055060556,0.475925926,Won,Won,0.28252673149108887,0.4865962564945221,,1,,,,Won,0.28252673149108887,0.4865962564945221,0.1724376082420349,0.05843946
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Up,Down,Down,Stable,15.01001,TRUE,up,0.003535969,0.000492298,0.040724869,0.469259259,Lost,Won,0.2760184407234192,0.5111870765686035,,1,,,,Won,0.2760184407234192,0.5111870765686035,0.14069154858589172,0.07210286
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Stable,TRUE,TRUE,FALSE,Up,Up,Up,Down,Up,Stable,9.141113,TRUE,down,0.007236545,0.001856259,-0.035095998,0.813636364,Won,Won,0.2742616534233093,0.382972389,,,,,,Won,0.2742616534233093,0.382972389,0.21544219553470612,0.12732377648353577
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,FALSE,TRUE,Up,Down,Down,Up,Up,Stable,-19.005371,TRUE,up,0.027821703,0.004896044,-0.035095998,0.853181818,Folded,Won,0.2684055268764496,0.5336470007896423,,,,,,Won,0.2684055268764496,0.5336470007896423,0.12331435084342957,0.074633166
Flat,Up,Down,No,Just Entered Down Trend,Currently in Down Trend,FALSE,Lower,Stable,TRUE,TRUE,TRUE,Up,Up,Down,Down,Down,Stable,7.7651371,TRUE,down,0.009423985,0.000733954,-0.035095998,0.825,Won,Won,0.26670530438423157,0.4665795862674713,,,,,,Won,0.26670530438423157,0.4665795862674713,0.12495635449886322,0.1417587548494339
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Stable,FALSE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,-17.670654,TRUE,down,0.034750613,0.001024091,-0.040671085,1.223333333,Won,Won,0.26529598236083984,0.4007875919342041,,,,,,Won,0.26529598236083984,0.4007875919342041,0.22067749500274658,0.1132388710975647
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,TRUE,FALSE,Up,Up,Down,Up,Down,Stable,9.987793,TRUE,up,0.022110584,0.00672336,-0.058900975,1.182857143,Won,Won,0.26394835114479065,0.4086705148220062,,,,,,Won,0.26394835114479065,0.4086705148220062,0.2389192283153534,0.088461906
Flat,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Lower,Down,TRUE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,27.1542964,TRUE,up,0.021620837,0.004304716,-0.035095998,0.850454545,Won,Won,0.2626679241657257,0.45842909812927246,,,,,,Won,0.2626679241657257,0.45842909812927246,0.23433330655097961,0.044569604098796844
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Up,Up,Up,Stable,3.747559,TRUE,up,0.019459641,0.005044181,-0.035095998,0.725652174,Won,Won,0.2615356743335724,0.3919275999069214,,,,,,Won,0.2615356743335724,0.3919275999069214,0.21227949857711792,0.1342572420835495
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Up,Up,Up,Stable,10.309571,TRUE,up,0.008004654,0.00334306,-0.035095998,0.6028,Lost,Won,0.26071810722351074,0.38065704703330994,,,,,,Won,0.26071810722351074,0.38065704703330994,0.21016080677509308,0.14846403896808624
Flat,Ambig,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,TRUE,Down,Down,Up,Up,Up,Down,8.20606,TRUE,up,0.025991705,0.007808305,-0.035095998,1.043636364,Folded,Won,0.2564065754413605,0.5744366645812988,,,,,,Won,0.2564065754413605,0.5744366645812988,0.083913848,0.085242942
Up,Up,Up,Yes,Currently in Up Trend,Reversal Coming,FALSE,Higher,Up,FALSE,TRUE,TRUE,Down,Down,Up,Up,Up,Stable,-51.88086,TRUE,up,0.034170829,0.003436132,-0.032449737,1.242857143,Won,Won,0.25443658232688904,0.33124375343322754,,,,,,Won,0.25443658232688904,0.33124375343322754,0.2384580373764038,0.175861657
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,38.49707,TRUE,down,0.014656845,0.000471405,0.055060556,0.428214286,Folded,Won,0.25367388129234314,0.46585220098495483,,,,,1,Won,0.25367388129234314,0.46585220098495483,0.20668962597846985,0.073784247
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,36.693848,TRUE,up,0.009835271,0.001648605,-0.035095998,0.738695652,Won,Won,0.25238358974456787,0.45647409558296204,,,,,,Won,0.25238358974456787,0.45647409558296204,0.19293619692325592,0.098206155
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,TRUE,FALSE,Up,Up,Down,Up,Up,Up,-14.89502,TRUE,down,0.021916933,0.005786411,-0.058900975,1.401428571,Lost,Won,0.2510697543621063,0.3993721604347229,,,,,,Won,0.2510697543621063,0.3993721604347229,0.265609473,0.083948538
Down,Up,Down,No,Just Entered Down Trend,Currently in Down Trend,FALSE,Lower,Stable,TRUE,TRUE,TRUE,Up,Up,Down,Down,Down,Stable,76.846192,FALSE,down,0.033709038,0.016407221,-0.031311986,2.162380952,Won,Won,0.2476096749305725,0.36101505160331726,1,,,,,Won,0.2476096749305725,0.36101505160331726,0.10790958255529404,0.2834656834602356
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,TRUE,TRUE,FALSE,Up,Up,Up,Up,Up,Stable,-1.833984,TRUE,up,0.031294363,0.002731554,-0.058900975,1.29952381,Lost,Won,0.24101798236370087,0.43786075711250305,,,,,,Won,0.24101798236370087,0.43786075711250305,0.18764819204807281,0.13347305357456207
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Up,Up,Up,Stable,17.309571,TRUE,up,0.019371413,0.005884231,-0.035095998,0.703043478,Won,Won,0.2317727506160736,0.45440614223480225,,,,,,Won,0.2317727506160736,0.45440614223480225,0.1805170476436615,0.13330404460430145
Down,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Lower,Down,TRUE,TRUE,TRUE,Up,Up,Down,Down,Up,Stable,-8.691406,TRUE,up,0.035891366,0.003166886,-0.035095998,1.039090909,No Trade,Won,0.23152272403240204,0.6075594425201416,,,,,,Won,0.23152272403240204,0.6075594425201416,0.10820170491933823,0.052716076374053955
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,FALSE,FALSE,Up,Down,Up,Up,Up,Stable,-28.914307,TRUE,up,0.036769216,0.006546802,-0.058900975,1.493809524,Won,Won,0.23027530312538147,0.5141271948814392,,,,,,Won,0.23027530312538147,0.5141271948814392,0.17310841381549835,0.082489073
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,TRUE,Up,Down,Down,Up,Up,Stable,-23.3432589,TRUE,down,0.020364127,0.000776485,-0.035095998,0.852727273,Lost,Won,0.22979171574115753,0.48278868198394775,,,,,,Won,0.22979171574115753,0.48278868198394775,0.16984343528747559,0.11757618188858032
Flat,Up,Down,No,Just Entered Down Trend,Currently in Down Trend,FALSE,Lower,Down,TRUE,TRUE,TRUE,Up,Up,Down,Down,Down,Stable,8.846191,TRUE,down,0.011235452,0.000663205,-0.035095998,0.814090909,Lost,Won,0.22947795689105988,0.5498324632644653,,,,,,Won,0.22947795689105988,0.5498324632644653,0.12525801360607147,0.095431589
Flat,Ambig,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,TRUE,Up,Up,Up,Down,Down,Stable,6.64209,TRUE,up,0.036820106,0.007794682,-0.035095998,1.206666667,Won,Won,0.22722479701042175,0.5367361307144165,,,,,,Won,0.22722479701042175,0.5367361307144165,0.10393571108579636,0.1321033537387848
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,TRUE,TRUE,FALSE,Up,Up,Down,Down,Up,Stable,13.063965,TRUE,down,0.012202374,0.00032081,-0.035095998,0.794545455,Won,Won,0.2272067368030548,0.4415571391582489,,,,,,Won,0.2272067368030548,0.4415571391582489,0.1792045682668686,0.1520315557718277
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Down,Up,Up,Stable,-24.821294,TRUE,up,0.029643073,0.000664953,-0.035095998,1.042727273,No Trade,Won,0.22529932856559753,0.47978857159614563,,,,,,Won,0.22529932856559753,0.47978857159614563,0.1766948401927948,0.11821731179952621
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Up,Down,Up,Stable,10.27002,TRUE,up,0.004551264,3.11976E-05,0.040724869,0.462962963,Won,Won,0.22444665431976318,0.5529569983482361,,1,1,,,Won,0.22444665431976318,0.5529569983482361,0.13991491496562958,0.082681365
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,25.29248,TRUE,down,0.016625251,0.001734413,-0.058900975,1.002272727,Won,Won,0.22433044016361237,0.28674837946891785,,,,,,Won,0.22433044016361237,0.28674837946891785,0.2674512267112732,0.2214699238538742
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,FALSE,FALSE,Up,Up,Up,Up,Up,Stable,38.033691,TRUE,up,0.014287447,0.012466427,-0.032506596,0.918181818,Lost,Won,0.21642380952835083,0.40936532616615295,,,,,,Won,0.21642380952835083,0.40936532616615295,0.2494061440229416,0.12480469048023224
